,prefix,dataset,subject,fwh,mask,stat,mean,std
16,rr.rs,ds001600,sub-1,16,union,mean,0.6971556544303894,0.1431308090686798
15,rr.rs,ds000256,sub-CTS201,16,union,std,0.0017422075616195798,0.001730207004584372
14,rs,ds001748,sub-adult16,9,union,sig,8.354636637906802,1.7821991344181576
13,rs,ds001600,sub-1,12,union,std,0.0017487487057223916,0.001967100193724036
12,rr,ds000256,sub-CTS201,13,union,std,0.001429638359695673,0.0017112372443079948
11,rr,ds000256,sub-CTS210,0,union,std,0.02972688525915146,0.01460522785782814
10,rr.rs,ds001748,sub-adult16,16,union,std,0.0023734967689961195,0.0014289133250713348
9,rs,ds001600,sub-1,16,union,std,0.0015747126890346408,0.0016514831222593784
8,rr.rs,ds000256,sub-CTS201,12,union,std,0.0016803572652861476,0.0021412861533463
7,rr.rs,ds002338,sub-xp207,8,union,mean,0.558144748210907,0.09591016173362732
6,rs,ds001748,sub-adult15,6,union,sig,7.336934419962508,1.4231718062434324
5,rs,ds002338,sub-xp201,2,union,mean,0.49262502789497375,0.09628617763519287
4,rr,ds002338,sub-xp201,1,union,std,0.014721392653882504,0.0035086004063487053
3,rr.rs,ds000256,sub-CTS210,20,union,std,0.007346885744482279,0.0020262892358005047
2,rs,ds001771,sub-36,1,union,sig,4.962029434187043,0.5270555451721869
1,rr.rs,ds002338,sub-xp207,7,union,mean,0.5690785646438599,0.09970390051603317
0,rr,ds001600,sub-1,4,union,mean,0.7033815383911133,0.14875119924545288
