,prefix,dataset,subject,fwh,mask,stat,mean,std
1190,rr,ds002338,sub-xp201,7,union,std,0.0077546751126646996,0.0012944390764459968
1189,rs,ds002338,sub-xp207,9,union,std,0.005255125463008881,0.003804784966632724
1188,rs,ds001600,sub-1,10,union,std,0.002012756420299411,0.002253828104585409
1187,rs,ds001748,sub-adult16,15,union,mean,0.6232602000236511,0.1673772782087326
1186,rr.rs,ds000256,sub-CTS201,14,union,std,0.0017302286578342319,0.0018934451509267092
1185,rr,ds000256,sub-CTS201,15,union,std,0.0013784884940832853,0.001531472196802497
1184,rr.rs,ds001748,sub-adult16,10,union,std,0.0017345540691167116,0.0015859303530305624
1183,rr.rs,ds002338,sub-xp207,10,union,mean,0.5290721654891968,0.08869891613721848
1182,rr,ds000256,sub-CTS210,6,union,std,0.010638684034347534,0.00890015996992588
1181,rr.rs,ds000256,sub-CTS201,10,union,std,0.002485095988959074,0.0021758785005658865
1180,rr,ds001748,sub-adult15,12,union,mean,0.5951789021492004,0.18388868868350983
1179,rr,ds002338,sub-xp201,10,union,mean,0.624066174030304,0.11003997921943665
1178,rr.rs,ds002338,sub-xp207,18,union,sig,6.0849009657758115,0.44560677313221936
1177,rs,ds001600,sub-1,14,union,std,0.0016268027247861028,0.0017732082633301616
1176,rr,ds000256,sub-CTS210,2,union,std,0.02967073768377304,0.010601730085909367
1175,rr.rs,ds001748,sub-adult15,9,union,mean,0.6398650407791138,0.18086926639080048
1174,rr.rs,ds001748,sub-adult16,14,union,std,0.002616096520796418,0.0015506652416661382
1173,rr,ds000256,sub-CTS201,11,union,std,0.0013665201840922236,0.001976991770789027
1172,rs,ds002338,sub-xp207,19,union,sig,6.159271343242677,0.48698038896173856
1171,rs,ds001771,sub-36,3,union,sig,7.196545042359491,1.2438317226728135
1170,rr.rs,ds002338,sub-xp201,18,union,std,0.012097394093871117,0.006870370823889971
1169,rr.rs,ds001748,sub-adult15,6,union,mean,0.6567302346229553,0.18902814388275146
1168,rr,ds002338,sub-xp201,3,union,std,0.020809845998883247,0.0037899885792285204
1167,rs,ds002338,sub-xp201,19,union,std,0.002739545190706849,0.00042187116923741996
1166,rs,ds001748,sub-adult15,4,union,sig,6.36670658828261,0.9452449591332639
1165,rs,ds000256,sub-CTS210,12,union,sig,5.296855129527035,1.041848928122175
1164,rr.rs,ds001748,sub-adult16,0,union,mean,0.5704309344291687,0.15600153803825378
1163,rs,ds002338,sub-xp201,16,union,mean,0.6359308362007141,0.12075190991163254
1162,rr,ds000256,sub-CTS201,5,union,sig,2.775109700714498,0.05711783131093873
1161,rs,ds001600,sub-1,0,union,mean,0.5607391595840454,0.11793926358222961
1160,rs,ds000256,sub-CTS201,20,union,sig,7.032775217126373,1.4332668087359064
1159,rr,ds002338,sub-xp207,5,union,std,0.01239266898483038,0.005438437219709158
1158,rs,ds002338,sub-xp201,19,union,mean,0.6744386553764343,0.13541600108146667
1157,rr,ds002338,sub-xp207,1,union,std,0.018546683713793755,0.007795471232384443
1156,rs,ds001771,sub-36,19,union,sig,7.419562281955895,1.3450130375210334
1155,rr,ds001748,sub-adult15,18,union,sig,6.944073468101312,1.3152601198764162
1154,rr.rs,ds001771,sub-36,2,union,mean,0.6389314532279968,0.11706759035587311
1153,rr.rs,ds001600,sub-1,19,union,std,0.0020122267305850983,0.0016962232766672969
1152,rr,ds001771,sub-36,12,union,mean,0.7492100596427917,0.1518668532371521
1151,rs,ds000256,sub-CTS210,16,union,sig,5.803830084187664,1.2624164462282896
1150,rr.rs,ds000256,sub-CTS201,0,union,mean,0.5655331611633301,0.1088559553027153
1149,rr,ds000256,sub-CTS201,1,union,sig,4.062705965617356,0.38735577616128924
1148,rr.rs,ds002338,sub-xp201,0,union,mean,0.3775886297225952,0.07364118099212646
1147,rs,ds001748,sub-adult15,20,union,sig,7.458057469810093,1.4188088821391978
1146,rr.rs,ds001600,sub-1,11,union,std,0.002399007324129343,0.0025107371620833874
1145,rr,ds001771,sub-36,4,union,mean,0.6640034914016724,0.12723468244075775
1144,rr,ds001748,sub-adult15,10,union,sig,7.648268982846938,1.7338007223992864
1143,rs,ds001771,sub-36,11,union,sig,6.657440095807423,1.2165077820331964
1142,rr.rs,ds001771,sub-36,13,union,std,0.0018620268674567342,0.0015978919109329581
1141,rs,ds002338,sub-xp201,7,union,std,0.006456150207668543,0.0011597274569794536
1140,rs,ds002338,sub-xp207,5,union,mean,0.5442970991134644,0.1010766252875328
1139,rr,ds002338,sub-xp207,9,union,std,0.00580944586545229,0.00285735004581511
1138,rr,ds000256,sub-CTS201,9,union,sig,4.604416387339857,0.17854778471494406
1137,rr.rs,ds001771,sub-36,6,union,sig,6.993553413491315,1.0996191135148554
1136,rr.rs,ds001771,sub-36,2,union,sig,6.961225792550555,1.255660162909679
1135,rs,ds000256,sub-CTS210,8,union,mean,0.6476815342903137,0.11647383868694305
1134,rr.rs,ds001600,sub-1,15,union,std,0.002092926762998104,0.0019813082180917263
1133,rs,ds002338,sub-xp207,20,union,mean,0.5764538049697876,0.09113796800374985
1132,rr,ds002338,sub-xp207,4,union,mean,0.511756420135498,0.09888698160648346
1131,rs,ds002338,sub-xp201,3,union,std,0.01280484814196825,0.002805517753586173
1130,rs,ds000256,sub-CTS210,7,union,mean,0.6186395883560181,0.11820956319570541
1129,rr.rs,ds001771,sub-36,17,union,std,0.0021294141188263893,0.0014492501504719257
1128,rr,ds001748,sub-adult15,14,union,sig,6.670762320143276,1.378906634093676
1127,rs,ds001771,sub-36,15,union,sig,6.699844926827678,1.3216275228651542
1126,rr.rs,ds000256,sub-CTS201,9,union,mean,0.6941326856613159,0.15366056561470032
1125,rr.rs,ds001748,sub-adult15,1,union,sig,4.082727982612334,0.5770169712247094
1124,rr,ds001748,sub-adult15,0,union,sig,3.850927513610162,0.5640356906043851
1123,rr.rs,ds002338,sub-xp201,7,union,std,0.01625353842973709,0.00915928278118372
1122,rr.rs,ds001748,sub-adult15,10,union,std,0.0022406212519854307,0.0019443153869360685
1121,rr,ds002338,sub-xp207,17,union,std,0.0034875813871622086,0.0012401036219671369
1120,rr,ds001771,sub-36,13,union,std,0.002901311032474041,0.0019349026260897517
1119,rr.rs,ds001771,sub-36,4,union,mean,0.6635985374450684,0.12704552710056305
1118,rr.rs,ds000256,sub-CTS201,6,union,mean,0.6710980534553528,0.1517554223537445
1117,rs,ds001748,sub-adult15,19,union,std,0.0016402476467192173,0.0015593112912029028
1116,rr,ds001600,sub-1,0,union,sig,4.336464819068831,0.6377722670382047
1115,rr,ds002338,sub-xp201,17,union,sig,6.331370746331807,0.4315317693401491
1114,rr,ds001771,sub-36,14,union,mean,0.7491267919540405,0.149826318025589
1113,rs,ds000256,sub-CTS201,15,union,std,0.0019319570856168866,0.001799523364752531
1112,rr.rs,ds001600,sub-1,5,union,sig,6.541577255366035,1.4189940143054154
1111,rs,ds002338,sub-xp201,10,union,mean,0.6007526516914368,0.10475150495767593
1110,rs,ds001600,sub-1,6,union,mean,0.6873083114624023,0.15667782723903656
1109,rr.rs,ds001600,sub-1,1,union,sig,4.100781535553639,0.573416133621493
1108,rs,ds000256,sub-CTS201,11,union,std,0.0018672427395358682,0.0020801445934921503
1107,rr,ds002338,sub-xp201,13,union,sig,5.780620165992631,0.3859321700277688
1106,rr,ds001600,sub-1,4,union,sig,7.0510882982398115,1.5991706730569435
1105,rr.rs,ds001748,sub-adult16,6,union,mean,0.6441668272018433,0.18264757096767426
1104,rr.rs,ds001748,sub-adult15,5,union,sig,6.905401674743929,1.422197385313134
1103,rr.rs,ds000256,sub-CTS210,9,union,sig,5.720671710320046,0.7559918981875211
1102,rs,ds001600,sub-1,9,union,mean,0.6687023043632507,0.1595030277967453
1101,rs,ds000256,sub-CTS210,8,union,sig,4.431150294416183,0.843208014609954
1100,rr,ds001771,sub-36,17,union,std,0.002645603846758604,0.0016805995255708694
1099,rs,ds001600,sub-1,8,union,sig,6.796203163785596,1.2446165161596683
1098,rr.rs,ds001748,sub-adult16,9,union,mean,0.6251872777938843,0.18590812385082245
1097,rr,ds002338,sub-xp207,13,union,std,0.004076266661286354,0.0016885966761037707
1096,rr.rs,ds002338,sub-xp201,3,union,std,0.022727113217115402,0.007435915060341358
1095,rr,ds001748,sub-adult15,4,union,sig,6.359831750722708,1.1719946811141873
1094,rr.rs,ds001748,sub-adult15,14,union,std,0.003088281024247408,0.0017948903841897845
1093,rs,ds000256,sub-CTS201,19,union,std,0.002524067647755146,0.0017767876852303743
1092,rr.rs,ds001600,sub-1,9,union,sig,6.983304395159296,1.4476261910798098
1091,rr.rs,ds001748,sub-adult16,6,union,sig,7.433831551621251,1.2896707075074838
1090,rr,ds001748,sub-adult16,7,union,sig,8.401685323455963,1.9922667772081977
1089,rs,ds001748,sub-adult15,15,union,std,0.0017884657718241215,0.0016535876784473658
1088,rr,ds002338,sub-xp207,2,union,mean,0.39192548394203186,0.0861237496137619
1087,rs,ds000256,sub-CTS210,1,union,mean,0.5231984257698059,0.08424247801303864
1086,rs,ds001600,sub-1,0,union,sig,4.480678363202301,0.5978979369349293
1085,rs,ds000256,sub-CTS210,0,union,sig,2.799664394047619,0.7811017592705348
1084,rr.rs,ds000256,sub-CTS210,1,union,sig,3.1990934614304103,0.7913364414496664
1083,rr,ds001771,sub-36,2,union,mean,0.639058530330658,0.1170206218957901
1082,rs,ds001600,sub-1,4,union,sig,6.4297842202148745,1.267381934841302
1081,rs,ds000256,sub-CTS210,4,union,sig,4.2751273150677545,1.1024427535696844
1080,rr.rs,ds001748,sub-adult15,18,union,std,0.0022828252986073494,0.0015391152119264007
1079,rs,ds002338,sub-xp207,3,union,mean,0.4552062451839447,0.09376280754804611
1078,rr,ds001748,sub-adult15,8,union,sig,7.564592028910931,1.726038170552081
1077,rr.rs,ds002338,sub-xp201,6,union,mean,0.644939124584198,0.11095333844423294
1076,rr.rs,ds000256,sub-CTS210,5,union,sig,5.299736887664274,1.0901144359772144
1075,rr.rs,ds001748,sub-adult15,9,union,sig,7.607902909980977,1.7128540310462668
1074,rr.rs,ds001748,sub-adult16,2,union,sig,7.080795502938,1.4875843987727178
1073,rr,ds001600,sub-1,8,union,sig,7.186533612943628,1.4588167715722773
1072,rs,ds001771,sub-36,20,union,std,0.0018647644901648164,0.0012784061254933476
1071,rr.rs,ds001600,sub-1,20,union,sig,7.328777457129614,1.1624586189858082
1070,rs,ds001748,sub-adult15,11,union,std,0.0015462212031707168,0.0018038091948255897
1069,rr.rs,ds002338,sub-xp201,9,union,mean,0.6159728765487671,0.10728979855775833
1068,rr,ds001748,sub-adult16,3,union,sig,7.487666945430941,1.4894403408428645
1067,rr,ds001600,sub-1,15,union,std,0.0016003560740500689,0.001410125638358295
1066,rr,ds000256,sub-CTS210,12,union,mean,0.7418429255485535,0.11484850198030472
1065,rs,ds000256,sub-CTS201,3,union,std,0.004990468733012676,0.002758308546617627
1064,rr.rs,ds002338,sub-xp201,20,union,mean,0.6855030655860901,0.14283594489097595
1063,rr.rs,ds000256,sub-CTS201,2,union,std,0.030892077833414078,0.006205705925822258
1062,rr.rs,ds002338,sub-xp207,9,union,std,0.005699681118130684,0.0034847056958824396
1061,rs,ds000256,sub-CTS210,11,union,mean,0.7233315706253052,0.11492940038442612
1060,rs,ds001748,sub-adult16,20,union,sig,6.69394449692328,1.2610409851294764
1059,rr,ds001771,sub-36,2,union,sig,7.026358586672859,1.2837329144501577
1058,rr,ds001748,sub-adult16,10,union,sig,7.263657310306859,1.557155938966842
1057,rr.rs,ds001748,sub-adult15,11,union,mean,0.6137750744819641,0.18066973984241486
1056,rr,ds001771,sub-36,6,union,sig,6.640473038848974,1.0646386418808216
1055,rr,ds000256,sub-CTS201,14,union,mean,0.6907688975334167,0.15300209820270538
1054,rr,ds001748,sub-adult16,14,union,sig,6.652956454587547,1.3266745852919533
1053,rs,ds000256,sub-CTS201,17,union,mean,0.6806423664093018,0.16048525273799896
1052,rr,ds000256,sub-CTS210,8,union,mean,0.6461012959480286,0.11573784053325653
1051,rs,ds002338,sub-xp201,20,union,sig,6.552318383884588,0.3938124165742068
1050,rs,ds001771,sub-36,3,union,mean,0.6545892357826233,0.11913318186998367
1049,rs,ds000256,sub-CTS201,7,union,std,0.0125964330509305,0.0024637216702103615
1048,rr,ds001600,sub-1,11,union,std,0.0018820874392986298,0.0018996429862454534
1047,rs,ds000256,sub-CTS201,18,union,mean,0.6789764165878296,0.16339462995529175
1046,rr,ds002338,sub-xp207,20,union,mean,0.5772464871406555,0.09097157418727875
1045,rs,ds002338,sub-xp207,20,union,std,0.0030109670478850603,0.0013568138238042593
1044,rr.rs,ds000256,sub-CTS201,6,union,std,0.03558355197310448,0.007642833050340414
1043,rr,ds000256,sub-CTS210,7,union,mean,0.6173893809318542,0.1172688901424408
1042,rr,ds000256,sub-CTS210,12,union,sig,5.632549261029015,0.9895350629927916
1041,rr.rs,ds000256,sub-CTS210,13,union,sig,6.789966838394735,1.1487567886062355
1040,rr,ds001748,sub-adult15,14,union,mean,0.5874350070953369,0.17970511317253113
1039,rr,ds002338,sub-xp201,16,union,mean,0.6378568410873413,0.12181426584720612
1038,rr.rs,ds002338,sub-xp207,5,union,std,0.010672743432223797,0.006753190420567989
1037,rr.rs,ds001748,sub-adult15,0,union,mean,0.5395923256874084,0.16310586035251617
1036,rr,ds000256,sub-CTS201,20,union,sig,7.301473722281589,1.3875149436015426
1035,rr,ds002338,sub-xp201,19,union,mean,0.6759936213493347,0.13662877678871155
1034,rr,ds001600,sub-1,19,union,std,0.0015967650106176734,0.0011487152660265565
1033,rr.rs,ds002338,sub-xp207,1,union,std,0.018440010026097298,0.008247933350503445
1032,rr.rs,ds002338,sub-xp207,19,union,mean,0.5654631853103638,0.08816573023796082
1031,rs,ds001771,sub-36,12,union,mean,0.7531676292419434,0.14946116507053375
1030,rr,ds000256,sub-CTS210,16,union,sig,6.1724069071760574,1.2305183613165553
1029,rr,ds001748,sub-adult16,18,union,sig,6.6644958589554095,1.2311377168537263
1028,rr.rs,ds002338,sub-xp207,16,union,mean,0.531356155872345,0.0843786746263504
1027,rs,ds001748,sub-adult16,13,union,mean,0.6132346987724304,0.17592033743858337
1026,rr.rs,ds000256,sub-CTS210,17,union,sig,7.02041257783071,1.184589886734789
1025,rr.rs,ds000256,sub-CTS210,18,union,mean,0.8843843936920166,0.07077715545892715
1024,rs,ds001771,sub-36,6,union,sig,6.544714736272492,1.0831270140181595
1023,rs,ds001748,sub-adult16,18,union,std,0.00314319902099669,0.0017244298942387104
1022,rs,ds002338,sub-xp207,8,union,std,0.0058532110415399075,0.004520105198025703
1021,rs,ds001600,sub-1,13,union,mean,0.6865023374557495,0.1497437059879303
1020,rs,ds000256,sub-CTS201,9,union,mean,0.6955276131629944,0.15575480461120605
1019,rr,ds002338,sub-xp201,6,union,std,0.008703852072358131,0.001541340840049088
1018,rr.rs,ds001748,sub-adult16,16,union,mean,0.6267179250717163,0.16382259130477905
1017,rs,ds001748,sub-adult15,1,union,sig,4.558775274742585,0.6478648940662367
1016,rr.rs,ds000256,sub-CTS210,17,union,mean,0.8819558620452881,0.06929446011781693
1015,rr.rs,ds000256,sub-CTS201,15,union,std,0.0017065646825358272,0.001801654347218573
1014,rr,ds002338,sub-xp207,10,union,mean,0.532306432723999,0.08921488374471664
1013,rs,ds001600,sub-1,11,union,std,0.0019202285911887884,0.002091270172968507
1012,rr,ds000256,sub-CTS210,7,union,std,0.010305034928023815,0.007789913564920425
1011,rs,ds000256,sub-CTS201,6,union,mean,0.6878167986869812,0.15690816938877106
1010,rr.rs,ds001748,sub-adult16,11,union,std,0.001598259201273322,0.0015019249403849244
1009,rr,ds000256,sub-CTS201,14,union,std,0.0014025472337380052,0.0016129504656419158
1008,rr.rs,ds001748,sub-adult16,19,union,mean,0.6322783827781677,0.15903958678245544
1007,rs,ds001600,sub-1,15,union,std,0.0015617741737514734,0.0017187725752592087
1006,rr.rs,ds002338,sub-xp207,19,union,sig,6.1651699493706635,0.44891307819496845
1005,rr.rs,ds000256,sub-CTS201,11,union,std,0.0017179560381919146,0.00228488608263433
1004,rr,ds000256,sub-CTS201,10,union,std,0.0035346371587365866,0.001624542404897511
1003,rs,ds002338,sub-xp207,18,union,sig,6.065651609974691,0.4771409461114221
1002,rr.rs,ds002338,sub-xp201,10,union,mean,0.6070560216903687,0.10720313340425491
1001,rr.rs,ds001748,sub-adult16,15,union,std,0.0024649729020893574,0.0014803620288148522
1000,rr,ds000256,sub-CTS210,3,union,std,0.020518289878964424,0.010471356101334095
999,rr.rs,ds002338,sub-xp201,19,union,std,0.010531516745686531,0.006648361217230558
998,rs,ds001771,sub-36,2,union,sig,7.016464665251694,1.2396427565586574
997,rr.rs,ds001771,sub-36,13,union,mean,0.7474321722984314,0.1518324762582779
996,rr.rs,ds000256,sub-CTS201,11,union,mean,0.6961367130279541,0.15244804322719574
995,rs,ds002338,sub-xp201,18,union,std,0.0027911656070500612,0.0004226187302265316
994,rs,ds001748,sub-adult15,5,union,sig,7.101858986385045,1.3374611208377227
993,rr,ds002338,sub-xp201,2,union,std,0.007539782673120499,0.002875303151085973
992,rr,ds001748,sub-adult15,5,union,mean,0.6550773978233337,0.1899043619632721
991,rs,ds002338,sub-xp207,10,union,sig,5.468689947906376,0.48827492826565166
990,rr,ds000256,sub-CTS201,18,union,std,0.0012380232801660895,0.0013450791593641043
989,rr.rs,ds000256,sub-CTS201,19,union,std,0.001636622822843492,0.0015618972247466445
988,rs,ds001748,sub-adult16,6,union,sig,7.593173720916412,1.1762136680511088
987,rs,ds001748,sub-adult15,6,union,mean,0.6574594974517822,0.188665509223938
986,rr.rs,ds002338,sub-xp207,11,union,sig,5.505341622709982,0.4367496297552399
985,rs,ds002338,sub-xp207,4,union,std,0.013164668343961239,0.0080855218693614
984,rs,ds002338,sub-xp201,10,union,std,0.0035284042824059725,0.0006131893023848534
983,rs,ds001748,sub-adult15,14,union,mean,0.5827861428260803,0.18175509572029114
982,rr.rs,ds001600,sub-1,0,union,mean,0.5602951645851135,0.11730507761240005
981,rs,ds001748,sub-adult16,14,union,std,0.0036330465227365494,0.0019614205230027437
980,rr.rs,ds002338,sub-xp201,11,union,std,0.024712055921554565,0.010257496498525143
979,rs,ds001748,sub-adult15,9,union,mean,0.6403467655181885,0.18054398894309998
978,rr.rs,ds000256,sub-CTS210,1,union,mean,0.43914809823036194,0.06777524948120117
977,rs,ds001748,sub-adult15,9,union,sig,7.7967166408483735,1.6520171908132886
976,rs,ds002338,sub-xp201,14,union,std,0.002773985732346773,0.00044975444325245917
975,rs,ds002338,sub-xp207,0,union,std,0.010445648804306984,0.00944798719137907
974,rr,ds001748,sub-adult16,20,union,std,0.0022719332482665777,0.0011400574585422873
973,rr,ds001748,sub-adult16,13,union,mean,0.6173843145370483,0.17399094998836517
972,rr.rs,ds002338,sub-xp201,15,union,std,0.018852757290005684,0.008574370294809341
971,rs,ds001748,sub-adult16,10,union,std,0.002214778447523713,0.0016604270786046982
970,rs,ds002338,sub-xp207,14,union,sig,5.648683305444643,0.47053018777037764
969,rr.rs,ds001748,sub-adult16,19,union,std,0.0022689783945679665,0.0013518522027879953
968,rr.rs,ds002338,sub-xp207,15,union,sig,5.777392724827489,0.44296964699943014
967,rs,ds001748,sub-adult16,2,union,sig,5.901481109694286,0.6165287707702587
966,rs,ds001600,sub-1,19,union,std,0.001677270163781941,0.0014958343235775828
965,rr.rs,ds002338,sub-xp207,5,union,mean,0.5453965663909912,0.10114703327417374
964,rr.rs,ds001600,sub-1,10,union,std,0.0024582890328019857,0.002738277893513441
963,rr,ds001600,sub-1,6,union,mean,0.6900970339775085,0.15573197603225708
962,rr,ds002338,sub-xp207,8,union,std,0.006379846017807722,0.003457603044807911
961,rs,ds002338,sub-xp201,6,union,std,0.008997810073196888,0.0015698096249252558
960,rs,ds002338,sub-xp201,0,union,mean,0.3593498170375824,0.07033157348632812
959,rr.rs,ds001771,sub-36,12,union,std,0.001817093463614583,0.0016787807689979672
958,rs,ds002338,sub-xp201,20,union,mean,0.6888816952705383,0.1417369842529297
957,rr,ds001748,sub-adult15,11,union,sig,7.613831382709185,1.7055900629124896
956,rs,ds001771,sub-36,10,union,sig,7.234000434836317,1.2416402387941958
955,rr,ds001600,sub-1,9,union,mean,0.6748009324073792,0.15692038834095
954,rr.rs,ds001771,sub-36,7,union,sig,6.731553628758287,0.9911436472117191
953,rr,ds000256,sub-CTS201,8,union,sig,3.799394294789854,0.10199423786108291
952,rr.rs,ds001771,sub-36,3,union,sig,6.91183745063824,1.1416601024422528
951,rr.rs,ds001600,sub-1,14,union,mean,0.691912829875946,0.1469069868326187
950,rs,ds001748,sub-adult16,0,union,mean,0.5710036754608154,0.15591157972812653
949,rr.rs,ds001600,sub-1,14,union,std,0.002195752691477537,0.0020645074546337128
948,rr,ds002338,sub-xp201,1,union,mean,0.3880161941051483,0.0796341747045517
947,rr,ds001748,sub-adult15,15,union,sig,6.7547635156385955,1.358251720065148
946,rs,ds001771,sub-36,14,union,sig,6.503409235291379,1.3305016435315982
945,rr.rs,ds001771,sub-36,16,union,std,0.002350450027734041,0.0015807882882654667
944,rs,ds002338,sub-xp201,2,union,std,0.011142458766698837,0.0030236777383834124
943,rr,ds001748,sub-adult16,3,union,mean,0.6300676465034485,0.17354457080364227
942,rs,ds000256,sub-CTS210,13,union,sig,5.495742511105403,1.1365091358266934
941,rr,ds001600,sub-1,12,union,mean,0.6807667016983032,0.15306749939918518
940,rr,ds000256,sub-CTS201,4,union,sig,2.8031736247656025,0.0653649439794774
939,rr,ds002338,sub-xp207,4,union,std,0.015086389146745205,0.006290573626756668
938,rs,ds001771,sub-36,18,union,sig,7.244912389330728,1.3235307917823382
937,rr,ds001748,sub-adult15,19,union,sig,6.990725467106768,1.3107745645268847
936,rr,ds002338,sub-xp207,0,union,std,0.010333270765841007,0.00853966735303402
935,rs,ds002338,sub-xp207,19,union,mean,0.5652996301651001,0.08895581215620041
934,rr.rs,ds001600,sub-1,18,union,std,0.0019976478070020676,0.0017562729772180319
933,rr,ds000256,sub-CTS201,0,union,mean,0.5647900700569153,0.10801243036985397
932,rr.rs,ds001748,sub-adult15,20,union,sig,7.048238753834551,1.2641773638477791
931,rs,ds000256,sub-CTS210,17,union,sig,5.846931193491975,1.2888875485703917
930,rr,ds000256,sub-CTS201,0,union,sig,3.6586244021604335,0.32977921397502513
929,rs,ds002338,sub-xp207,16,union,mean,0.5318326354026794,0.08542442321777344
928,rr.rs,ds001748,sub-adult15,7,union,std,0.0021919552236795425,0.0025788883212953806
927,rr,ds002338,sub-xp207,11,union,sig,5.409140738849962,0.403197132530711
926,rs,ds000256,sub-CTS210,19,union,mean,0.7790502309799194,0.13199284672737122
925,rr.rs,ds001748,sub-adult15,16,union,sig,6.684891256993359,1.2669534800615248
924,rr,ds001748,sub-adult15,6,union,std,0.002559322863817215,0.003067938145250082
923,rr.rs,ds002338,sub-xp201,1,union,sig,3.191452662213954,0.5093848133664145
922,rr,ds001771,sub-36,15,union,sig,6.693335598466841,1.3101942206871129
921,rr,ds000256,sub-CTS210,15,union,mean,0.7751292586326599,0.11669028550386429
920,rs,ds000256,sub-CTS201,13,union,sig,7.471851904013814,1.4909855165171237
919,rs,ds000256,sub-CTS210,16,union,mean,0.7781406044960022,0.1207587942481041
918,rr,ds001600,sub-1,6,union,std,0.0028193125035613775,0.0034921832848340273
917,rr,ds002338,sub-xp201,11,union,std,0.003928172402083874,0.0006343825371004641
916,rr.rs,ds001600,sub-1,3,union,std,0.006015752907842398,0.0064016045071184635
915,rr.rs,ds001748,sub-adult15,19,union,mean,0.6152717471122742,0.1585076004266739
914,rr,ds001748,sub-adult16,9,union,std,0.0011897400254383683,0.0014869407750666142
913,rr.rs,ds001748,sub-adult16,8,union,std,0.0014243635814636946,0.0018037568079307675
912,rr,ds000256,sub-CTS210,0,union,mean,0.489968866109848,0.0739455297589302
911,rr.rs,ds000256,sub-CTS210,20,union,mean,0.8667692542076111,0.07276865094900131
910,rr.rs,ds001600,sub-1,7,union,std,0.003999568521976471,0.003796929493546486
909,rr,ds002338,sub-xp201,15,union,std,0.00346823176369071,0.000466630095615983
908,rr,ds001600,sub-1,2,union,std,0.0164786409586668,0.005232289899140596
907,rs,ds000256,sub-CTS201,17,union,sig,7.596895673436832,1.5336600324141143
906,rr,ds000256,sub-CTS201,13,union,mean,0.693739116191864,0.1521754264831543
905,rr.rs,ds001748,sub-adult15,3,union,std,0.0041214884258806705,0.0045574018731713295
904,rr.rs,ds001748,sub-adult15,16,union,mean,0.6168391108512878,0.16273178160190582
903,rs,ds001771,sub-36,4,union,mean,0.6645267009735107,0.12648777663707733
902,rr,ds001771,sub-36,11,union,sig,7.399684191921409,1.3825106799435714
901,rr.rs,ds001748,sub-adult15,12,union,sig,6.031121202689531,1.3412624439213907
900,rr.rs,ds002338,sub-xp201,5,union,sig,3.9953860104120533,0.597507607809139
899,rs,ds000256,sub-CTS201,10,union,mean,0.6950454711914062,0.15405230224132538
898,rr,ds001748,sub-adult15,2,union,std,0.006640669424086809,0.005501626990735531
897,rr,ds002338,sub-xp207,15,union,sig,5.734927089036999,0.42429182174735364
896,rr.rs,ds001771,sub-36,20,union,std,0.0017066198633983731,0.0012242916272953153
895,rr.rs,ds001748,sub-adult16,0,union,std,0.00850426685065031,0.004684492480009794
894,rr.rs,ds001748,sub-adult15,7,union,mean,0.6580525636672974,0.1860218048095703
893,rr,ds001748,sub-adult16,1,union,std,0.009251341223716736,0.004201231990009546
892,rs,ds001748,sub-adult15,13,union,sig,7.5776560647693145,1.5845165049172887
891,rs,ds000256,sub-CTS210,6,union,std,0.014847503043711185,0.011065351776778698
890,rr,ds001771,sub-36,19,union,sig,7.318357363157109,1.3163803851815332
889,rs,ds001600,sub-1,6,union,std,0.003774186596274376,0.0033927529584616423
888,rr.rs,ds001748,sub-adult15,8,union,mean,0.6503204107284546,0.18228548765182495
887,rr,ds001748,sub-adult15,13,union,mean,0.5881801247596741,0.18273711204528809
886,rr,ds002338,sub-xp201,11,union,mean,0.6179822683334351,0.11118336021900177
885,rr.rs,ds000256,sub-CTS210,7,union,std,0.007619739975780249,0.006052517797797918
884,rs,ds000256,sub-CTS210,2,union,std,0.027920396998524666,0.013467306271195412
883,rr.rs,ds002338,sub-xp207,11,union,mean,0.5180151462554932,0.08662262558937073
882,rs,ds001600,sub-1,2,union,std,0.013370309956371784,0.005025043617933989
881,rr,ds002338,sub-xp207,19,union,sig,6.04774173991843,0.4295161528841153
880,rr.rs,ds002338,sub-xp201,9,union,sig,3.48268579857157,0.7135777622857533
879,rr.rs,ds000256,sub-CTS210,3,union,std,0.017778761684894562,0.01046245638281107
878,rs,ds001748,sub-adult16,14,union,mean,0.6186872124671936,0.17124108970165253
877,rr.rs,ds001748,sub-adult16,4,union,std,0.002152115572243929,0.0024028720799833536
876,rr,ds002338,sub-xp201,19,union,std,0.0029780250042676926,0.00043932837434113026
875,rs,ds001748,sub-adult15,17,union,sig,7.384597976514767,1.428395775333429
874,rr,ds001748,sub-adult16,5,union,std,0.0016131325392052531,0.0020141995046287775
873,rs,ds001771,sub-36,15,union,mean,0.756492018699646,0.14470644295215607
872,rs,ds000256,sub-CTS201,5,union,sig,3.958301243862874,0.15328737772782994
871,rr,ds001600,sub-1,13,union,sig,7.543837434459185,1.349588594815292
870,rr.rs,ds000256,sub-CTS201,1,union,mean,0.5753449201583862,0.11745264381170273
869,rr.rs,ds000256,sub-CTS201,4,union,sig,2.639424765687877,0.07141759463885812
868,rr,ds001771,sub-36,13,union,mean,0.7485414147377014,0.1511460840702057
867,rr,ds001771,sub-36,4,union,std,0.00368905090726912,0.002484168391674757
866,rr.rs,ds000256,sub-CTS210,19,union,std,0.006605205126106739,0.0021456629037857056
